slot_agent_name,slot_activity,slot_object_noun,slot_total_size,slot_total_size_abs_log1p,slot_total_size_is_even,slot_total_size_mod3,slot_total_size_mod5,slot_total_size_mod7,slot_total_size_mod10,slot_data_unit,slot_rate_value,slot_rate_value_abs_log1p,slot_rate_value_is_even,slot_rate_value_mod3,slot_rate_value_mod5,slot_rate_value_mod7,slot_rate_value_mod10,slot_p_percent,slot_p_percent_abs_log1p,slot_p_percent_is_even,slot_p_percent_mod3,slot_p_percent_mod7,slot_p_percent_mod10,slot_platform_name,slot_reason,slot_downtime,slot_downtime_abs_log1p,slot_downtime_is_even,slot_downtime_mod3,slot_downtime_mod5,slot_downtime_mod7,slot_downtime_mod10,gcd_all,n_multiple_pairs,y
0,0,0,100,4.61512051684126,1,1,0,2,0,0,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,2,0,0,0,57,4.060443010546419,0,0,2,1,7,1,2,122.0
1,1,1,40,3.713572066704308,1,1,0,5,0,0,1,0.6931471805599453,0,1,1,1,1,75,4.330733340286331,0,0,5,5,1,1,53,3.9889840465642745,0,2,3,4,3,1,3,123.0
2,1,0,1120,7.02197642307216,1,1,0,0,0,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,3,0,0,2,52,3.970291913552122,1,1,2,3,2,1,2,228.0
3,0,2,75,4.330733340286331,0,0,0,5,5,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,2,2,16,2.833213344056216,1,1,1,2,6,1,1,51.0
4,0,2,20,3.044522437723423,1,2,0,6,0,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,1,3,46,3.8501476017100584,1,1,1,4,6,2,4,58.0
0,2,1,80,4.394449154672439,1,2,0,3,0,0,1,0.6931471805599453,0,1,1,1,1,90,4.51085950651685,1,0,6,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,3,159.0
5,3,3,176,5.176149732573829,1,2,1,1,6,1,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,1,0,1,2,9,2.302585092994046,0,0,4,2,9,1,1,42.0
2,0,4,360,5.8888779583328805,1,0,0,3,0,0,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,6,0,1,3,28,3.367295829986474,1,1,3,0,8,1,3,104.0
1,0,1,560,6.329720905522696,1,2,0,0,0,1,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,3,0,1,2,43,3.784189633918261,0,1,3,1,3,1,2,120.0
2,2,4,240,5.484796933490655,1,0,0,2,0,0,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,1,2,31,3.4657359027997265,0,1,1,3,1,1,1,106.0
6,3,2,24,3.2188758248682006,1,0,4,3,4,0,1,0.6931471805599453,0,1,1,1,1,75,4.330733340286331,0,0,5,5,0,3,60,4.110873864173311,1,0,0,4,0,1,3,102.0
7,0,5,180,5.198497031265826,1,0,0,5,0,0,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,5,0,3,2,36,3.6109179126442243,1,0,1,1,6,2,4,162.0
6,2,5,105,4.663439094112067,0,0,0,0,5,0,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,6,0,0,2,50,3.9318256327243257,1,2,0,1,0,1,1,68.0
0,1,1,192,5.262690188904886,1,0,2,3,2,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,1,1,57,4.060443010546419,0,0,2,1,7,1,1,97.0
0,1,4,130,4.875197323201151,1,1,0,4,0,1,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,2,0,1,0,40,3.713572066704308,1,1,0,5,0,1,3,209.0
7,0,2,120,4.795790545596741,1,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,4,5,4,3,58,4.07753744390572,1,1,3,2,8,1,2,88.0
0,2,0,16,2.833213344056216,1,1,1,2,6,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,4,5,2,1,14,2.70805020110221,1,2,4,0,4,1,2,24.0
8,3,1,720,6.580639137284949,1,0,0,6,0,0,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,3,0,0,4,26,3.295836866004329,1,2,1,5,6,1,2,114.0
3,2,6,504,6.22455842927536,1,0,4,0,4,1,7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,4,5,1,4,24,3.2188758248682006,1,0,4,3,4,1,2,114.0
3,3,6,765,6.641182169740591,0,0,0,2,5,1,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,5,0,3,0,11,2.4849066497880004,0,2,1,4,1,1,1,130.0
7,3,1,560,6.329720905522696,1,2,0,0,0,1,10,2.3978952727983707,1,1,0,3,0,75,4.330733340286331,0,0,5,5,5,2,58,4.07753744390572,1,1,3,2,8,1,1,156.0
5,0,4,385,5.955837369464831,0,1,0,0,5,1,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,4,0,1,5,7,2.0794415416798357,0,1,2,0,7,1,3,95.0
6,1,5,280,5.638354669333745,1,1,0,0,0,0,2,1.0986122886681098,1,2,2,2,2,90,4.51085950651685,1,0,6,0,1,1,58,4.07753744390572,1,1,3,2,8,2,3,324.0
0,0,6,330,5.802118375377063,1,0,0,1,0,0,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,6,0,1,1,23,3.1780538303479458,0,2,3,2,3,1,2,232.0
7,1,2,640,6.46302945692067,1,1,0,3,0,0,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,5,0,4,3,19,2.995732273553991,0,1,4,5,9,1,3,131.0
1,0,5,240,5.484796933490655,1,0,0,2,0,1,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,3,0,3,0,54,4.007333185232471,1,0,4,5,4,2,3,98.0
7,1,1,260,5.564520407322694,1,2,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,1,0,4,4,36,3.6109179126442243,1,0,1,1,6,2,2,75.0
5,1,5,128,4.859812404361672,1,2,3,2,8,1,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,4,5,5,0,60,4.110873864173311,1,0,0,4,0,1,2,100.0
6,1,1,20,3.044522437723423,1,2,0,6,0,1,1,0.6931471805599453,0,1,1,1,1,50,3.9318256327243257,1,2,1,0,1,3,49,3.912023005428146,0,1,4,0,9,1,3,79.0
3,2,3,510,6.236369590203704,1,0,0,6,0,1,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,6,0,5,1,14,2.70805020110221,1,2,4,0,4,1,2,337.0
8,0,4,400,5.993961427306569,1,1,0,1,0,0,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,1,0,26,3.295836866004329,1,2,1,5,6,1,2,130.0
6,3,2,60,4.110873864173311,1,0,0,4,0,0,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,1,0,54,4.007333185232471,1,0,4,5,4,1,4,126.0
3,2,6,160,5.081404364984463,1,1,0,6,0,0,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,5,5,1,0,38,3.6635616461296463,1,2,3,3,8,1,1,73.0
2,3,6,480,6.175867270105761,1,0,0,4,0,1,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,4,5,0,4,33,3.5263605246161616,0,0,3,5,3,1,1,108.0
9,0,1,20,3.044522437723423,1,2,0,6,0,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,3,3,33,3.5263605246161616,0,0,3,5,3,1,3,45.0
5,2,6,240,5.484796933490655,1,0,0,2,0,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,0,0,37,3.6375861597263857,0,1,2,2,7,1,2,125.0
3,2,0,750,6.621405651764134,1,0,0,1,0,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,3,0,0,2,24,3.2188758248682006,1,0,4,3,4,1,3,189.0
2,0,6,480,6.175867270105761,1,0,0,4,0,0,3,1.3862943611198906,0,0,3,3,3,90,4.51085950651685,1,0,6,0,4,2,8,2.1972245773362196,1,2,3,1,8,1,3,312.0
4,1,5,144,4.976733742420574,1,0,4,4,4,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,3,5,59,4.0943445622221,0,2,4,3,9,1,1,89.0
7,1,1,270,5.602118820879701,1,0,0,4,0,1,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,2,0,4,4,32,3.4965075614664802,1,2,2,4,2,1,2,71.0
1,1,1,285,5.655991810819852,0,0,0,5,5,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,3,5,58,4.07753744390572,1,1,3,2,8,1,1,191.0
7,1,3,320,5.771441123130016,1,2,0,5,0,0,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,2,0,2,4,57,4.060443010546419,0,0,2,1,7,1,1,109.0
3,1,4,238,5.476463551931511,1,1,3,0,8,1,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,1,0,0,5,40,3.713572066704308,1,1,0,5,0,1,1,91.0
7,0,2,210,5.351858133476067,1,0,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,3,0,1,4,26,3.295836866004329,1,2,1,5,6,1,2,103.0
2,1,1,450,6.111467339502679,1,0,0,2,0,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,2,0,41,3.7376696182833684,0,2,1,6,1,1,1,131.0
6,3,4,360,5.8888779583328805,1,0,0,3,0,1,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,5,0,3,5,39,3.6888794541139363,0,0,4,4,9,1,2,123.0
3,0,0,210,5.351858133476067,1,0,0,0,0,1,7,2.0794415416798357,0,1,2,0,7,60,4.110873864173311,1,0,4,0,3,4,52,3.970291913552122,1,1,2,3,2,1,1,100.0
8,3,0,650,6.478509642208569,1,2,0,6,0,1,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,2,0,2,4,44,3.8066624897703196,1,2,4,2,4,1,2,213.0
9,3,0,800,6.68586094706836,1,2,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,3,0,3,4,36,3.6109179126442243,1,0,1,1,6,2,3,124.0
7,2,5,640,6.46302945692067,1,1,0,3,0,0,8,2.1972245773362196,1,2,3,1,8,90,4.51085950651685,1,0,6,0,2,4,30,3.4339872044851463,1,0,0,2,0,2,2,182.0
5,0,2,168,5.1298987149230735,1,0,3,0,8,1,3,1.3862943611198906,0,0,3,3,3,75,4.330733340286331,0,0,5,5,4,2,7,2.0794415416798357,0,1,2,0,7,1,3,105.0
7,1,2,22,3.1354942159291497,1,1,2,1,2,0,1,0.6931471805599453,0,1,1,1,1,50,3.9318256327243257,1,2,1,0,3,3,24,3.2188758248682006,1,0,4,3,4,1,3,57.0
3,2,0,144,4.976733742420574,1,0,4,4,4,1,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,4,5,1,1,43,3.784189633918261,0,1,3,1,3,1,1,103.0
6,2,0,180,5.198497031265826,1,0,0,5,0,0,6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,4,0,4,2,22,3.1354942159291497,1,1,2,1,2,2,3,70.0
8,0,5,405,6.0063531596017325,0,0,0,6,5,1,9,2.302585092994046,0,0,4,2,9,80,4.394449154672439,1,2,3,0,0,3,36,3.6109179126442243,1,0,1,1,6,1,2,117.0
2,0,6,120,4.795790545596741,1,0,0,1,0,0,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,3,1,26,3.295836866004329,1,2,1,5,6,2,3,74.0
4,0,5,576,6.3578422665081,1,0,1,2,6,1,9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,4,5,1,3,50,3.9318256327243257,1,2,0,1,0,1,2,130.0
0,3,4,15,2.772588722239781,0,0,0,1,5,1,1,0.6931471805599453,0,1,1,1,1,80,4.394449154672439,1,2,3,0,4,1,26,3.295836866004329,1,2,1,5,6,1,3,53.0
0,2,3,1050,6.957497370876951,1,0,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,90,4.51085950651685,1,0,6,0,3,4,25,3.258096538021482,0,1,0,4,5,1,2,310.0
4,2,6,200,5.303304908059076,1,2,0,4,0,0,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,2,0,5,4,34,3.5553480614894135,1,1,4,6,4,2,1,99.0
3,2,4,800,6.68586094706836,1,2,0,2,0,0,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,3,0,4,2,51,3.9512437185814275,0,0,1,2,1,1,3,139.0
2,2,5,1300,7.170888478512505,1,1,0,5,0,1,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,1,4,56,4.04305126783455,1,2,1,0,6,2,2,225.0
6,1,0,100,4.61512051684126,1,1,0,2,0,0,2,1.0986122886681098,1,2,2,2,2,80,4.394449154672439,1,2,3,0,2,4,37,3.6375861597263857,0,1,2,2,7,1,2,127.0
5,3,2,300,5.707110264748875,1,0,0,6,0,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,1,1,35,3.58351893845611,0,2,0,0,5,5,3,74.0
6,0,1,280,5.638354669333745,1,1,0,0,0,1,8,2.1972245773362196,1,2,3,1,8,80,4.394449154672439,1,2,3,0,2,3,13,2.6390573296152584,0,1,3,6,3,1,2,76.0
4,3,4,96,4.574710978503383,1,0,1,5,6,0,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,5,4,56,4.04305126783455,1,2,1,0,6,1,1,76.0
7,2,0,20,3.044522437723423,1,2,0,6,0,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,6,0,5,5,35,3.58351893845611,0,2,0,0,5,1,3,47.0
7,3,0,630,6.447305862541213,1,0,0,0,0,0,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,4,0,0,3,33,3.5263605246161616,0,0,3,5,3,3,1,145.0
5,0,2,48,3.8918202981106265,1,0,3,6,8,1,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,5,5,0,5,37,3.6375861597263857,0,1,2,2,7,1,1,79.0
8,1,5,45,3.828641396489095,0,0,0,3,5,1,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,6,0,2,4,45,3.828641396489095,0,0,0,3,5,1,4,99.0
5,2,1,68,4.23410650459726,1,2,3,5,8,1,1,0.6931471805599453,0,1,1,1,1,75,4.330733340286331,0,0,5,5,4,2,47,3.871201010907891,0,2,2,5,7,1,3,166.0
2,1,2,256,5.54907608489522,1,1,1,4,6,0,8,2.1972245773362196,1,2,3,1,8,75,4.330733340286331,0,0,5,5,4,3,16,2.833213344056216,1,1,1,2,6,1,3,72.0
6,2,0,576,6.3578422665081,1,0,1,2,6,1,9,2.302585092994046,0,0,4,2,9,75,4.330733340286331,0,0,5,5,5,2,41,3.7376696182833684,0,2,1,6,1,1,1,153.0
5,2,3,136,4.919980925828125,1,1,1,3,6,1,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,5,5,3,4,31,3.4657359027997265,0,1,1,3,1,1,1,150.0
7,1,5,1260,7.13966033596492,1,0,0,0,0,0,9,2.302585092994046,0,0,4,2,9,90,4.51085950651685,1,0,6,0,5,3,48,3.8918202981106265,1,0,3,6,8,3,3,314.0
7,3,0,72,4.290459441148391,1,0,2,2,2,1,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,4,5,2,3,51,3.9512437185814275,0,0,1,2,1,1,1,66.0
1,3,1,90,4.51085950651685,1,0,0,6,0,0,3,1.3862943611198906,0,0,3,3,3,50,3.9318256327243257,1,2,1,0,1,2,55,4.02535169073515,0,1,0,6,5,1,1,100.0
2,2,1,60,4.110873864173311,1,0,0,4,0,1,4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,4,0,5,2,46,3.8501476017100584,1,1,1,4,6,2,3,70.0
9,2,3,280,5.638354669333745,1,1,0,0,0,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,3,0,1,4,6,1.9459101490553132,1,0,1,6,6,2,4,160.0
6,2,0,320,5.771441123130016,1,2,0,5,0,1,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,2,2,58.0
8,3,6,45,3.828641396489095,0,0,0,3,5,1,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,5,0,4,4,29,3.4011973816621555,0,2,4,1,9,1,1,50.0
8,2,4,72,4.290459441148391,1,0,2,2,2,1,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,1,0,1,2,32,3.4965075614664802,1,2,2,4,2,1,1,44.0
9,1,0,90,4.51085950651685,1,0,0,6,0,0,2,1.0986122886681098,1,2,2,2,2,60,4.110873864173311,1,0,4,0,5,4,19,2.995732273553991,0,1,4,5,9,1,2,91.0
4,2,6,120,4.795790545596741,1,0,0,1,0,0,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,6,0,1,0,56,4.04305126783455,1,2,1,0,6,4,4,92.0
8,3,3,1800,7.496097345175956,1,0,0,1,0,0,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,2,0,0,0,57,4.060443010546419,0,0,2,1,7,1,3,291.0
8,0,3,30,3.4339872044851463,1,0,0,2,0,1,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,5,0,4,1,42,3.7612001156935624,1,0,2,0,2,1,3,84.0
2,3,3,15,2.772588722239781,0,0,0,1,5,0,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,4,0,4,2,47,3.871201010907891,0,2,2,5,7,1,4,71.0
2,3,2,180,5.198497031265826,1,0,0,5,0,0,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,6,0,3,0,32,3.4965075614664802,1,2,2,4,2,2,2,68.0
